date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:19:42	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:49:50%20GMT	http://wealthmax.co.uk/footer/wealthLogo.svg.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/footer/wealthLogo.svg.png	(from https://wealthmax.co.uk/)
19:19:42	6282/6282	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:38%20GMT	https://wealthmax.co.uk/footer/wealthLogo.svg.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/footer/wealthLogo.svg.png	(from https://wealthmax.co.uk/)
19:19:44	87530/87530	---MCZ	200	added ('OK')	text/html	etag:W/%22155ea-moFWBRu6faiUeKjkppdUpADVX88%22	https://wealthmax.co.uk/t	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/t.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:19:45	87530/87530	---MCZ	200	added ('OK')	text/html	etag:W/%22155ea-moFWBRu6faiUeKjkppdUpADVX88%22	https://wealthmax.co.uk/signals/config/	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/signals/config/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:19:45	87530/87530	---MCZ	200	added ('OK')	text/html	etag:W/%22155ea-moFWBRu6faiUeKjkppdUpADVX88%22	https://wealthmax.co.uk/e	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/e.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:19:46	87530/87530	---MCZ	200	added ('OK')	text/html	etag:W/%22155ea-moFWBRu6faiUeKjkppdUpADVX88%22	https://wealthmax.co.uk/t.resolvedLink	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/t-2.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:19:46	87530/87530	---MCZ	200	added ('OK')	text/html	etag:W/%22155ea-moFWBRu6faiUeKjkppdUpADVX88%22	https://wealthmax.co.uk/signals/plugins/	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/signals/plugins/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:19:47	87530/87530	---MCZ	200	added ('OK')	text/html	etag:W/%22155ea-moFWBRu6faiUeKjkppdUpADVX88%22	https://wealthmax.co.uk/schema.org/	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:19:48	87530/87530	---MCZ	200	added ('OK')	text/html	etag:W/%22155ea-moFWBRu6faiUeKjkppdUpADVX88%22	https://wealthmax.co.uk/o	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/o.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:19:48	87530/87530	---MCZ	200	added ('OK')	text/html	etag:W/%22155ea-moFWBRu6faiUeKjkppdUpADVX88%22	https://wealthmax.co.uk/signals/iwl.js	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/signals/iwl.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:19:49	87530/87530	---MCZ	200	added ('OK')	text/html	etag:W/%22155ea-moFWBRu6faiUeKjkppdUpADVX88%22	https://wealthmax.co.uk/signals/iwl.js?pixel_id=	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/signals/iwl0fc5.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:19:50	87530/87530	---MCZ	200	added ('OK')	text/html	etag:W/%22155ea-moFWBRu6faiUeKjkppdUpADVX88%22	https://wealthmax.co.uk/n.dl	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/n.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:19:52	87530/87530	---MCZ	200	added ('OK')	text/html	etag:W/%22155ea-moFWBRu6faiUeKjkppdUpADVX88%22	https://wealthmax.co.uk/n.rl	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/n-2.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:19:52	121340/121340	---M--	200	added ('OK')	font/woff2	etag:W/%221d9fc-TA788dzMcpXvwm+r6B/+jyjVlKM%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.10.5/font/fonts/bootstrap-icons.woff2?1fa40e8900654d2863d011707b9fb6f2	C:/My%20Web%20Sites/wealthMax/cdn.jsdelivr.net/npm/bootstrap-icons@1.10.5/font/fonts/bootstrap-iconse52a.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.10.5/font/bootstrap-icons.css)
19:19:54	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:02%20GMT	http://wealthmax.co.uk/desktop%20image/error-img.svg	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/desktop%20image/error-img.65.delayed	(from https://wealthmax.co.uk/Mobile)
19:19:54	164360/164360	---M--	200	added ('OK')	font/woff	etag:W/%2228208-1ZjMYgRYsi2ARDzdaRACFzFu+vM%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.10.5/font/fonts/bootstrap-icons.woff?1fa40e8900654d2863d011707b9fb6f2	C:/My%20Web%20Sites/wealthMax/cdn.jsdelivr.net/npm/bootstrap-icons@1.10.5/font/fonts/bootstrap-iconse52a.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.10.5/font/bootstrap-icons.css)
19:19:56	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:03%20GMT	http://wealthmax.co.uk/desktop%20image/protection.webp	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/desktop%20image/protection.webp	(from https://wealthmax.co.uk/protection)
19:19:56	41647/41647	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2007%20Mar%202026%2012:47:37%20GMT	https://wealthmax.co.uk/desktop%20image/error-img.svg	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/desktop%20image/error-img.svg	(from https://wealthmax.co.uk/Mobile)
19:19:57	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:05%20GMT	http://wealthmax.co.uk/protection-img/main.svg	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/protection-img/main.svg	(from https://wealthmax.co.uk/protection)
19:19:57	41184/41184	---M--	200	added ('OK')	image/webp	date:Sat,%2007%20Mar%202026%2012:47:37%20GMT	https://wealthmax.co.uk/desktop%20image/protection.webp	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/desktop%20image/protection.webp	(from https://wealthmax.co.uk/protection)
19:19:58	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:06%20GMT	http://wealthmax.co.uk/protection-img/right.svg	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/protection-img/right.svg	(from https://wealthmax.co.uk/protection)
19:19:58	318563/318563	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2007%20Mar%202026%2012:48:00%20GMT	https://wealthmax.co.uk/protection-img/main.svg	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/protection-img/main.svg	(from https://wealthmax.co.uk/protection)
19:20:00	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:07%20GMT	http://wealthmax.co.uk/protection-img/topimg.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/protection-img/topimg.png	(from https://wealthmax.co.uk/protection)
19:20:00	23086/23086	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:48:00%20GMT	https://wealthmax.co.uk/protection-img/topimg.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/protection-img/topimg.png	(from https://wealthmax.co.uk/protection)
19:20:02	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:09%20GMT	http://wealthmax.co.uk/protection-img/key.svg	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/protection-img/key.svg	(from https://wealthmax.co.uk/protection)
19:20:02	446034/446034	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2007%20Mar%202026%2012:48:00%20GMT	https://wealthmax.co.uk/protection-img/right.svg	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/protection-img/right.svg	(from https://wealthmax.co.uk/protection)
19:20:02	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:10%20GMT	http://wealthmax.co.uk/protection-img/shareholder.svg	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/protection-img/shareholder.svg	(from https://wealthmax.co.uk/protection)
19:20:02	2824/2824	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2007%20Mar%202026%2012:48:00%20GMT	https://wealthmax.co.uk/protection-img/key.svg	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/protection-img/key.svg	(from https://wealthmax.co.uk/protection)
19:20:02	3798/3798	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2007%20Mar%202026%2012:48:00%20GMT	https://wealthmax.co.uk/protection-img/shareholder.svg	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/protection-img/shareholder.svg	(from https://wealthmax.co.uk/protection)
19:20:03	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:11%20GMT	http://wealthmax.co.uk/protection-img/relevant.svg	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/protection-img/relevant.73.delayed	(from https://wealthmax.co.uk/protection)
19:20:03	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:12%20GMT	http://wealthmax.co.uk/protection-img/business.svg	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/protection-img/business.svg	(from https://wealthmax.co.uk/protection)
19:20:03	1763/1763	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2007%20Mar%202026%2012:48:00%20GMT	https://wealthmax.co.uk/protection-img/relevant.svg	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/protection-img/relevant.svg	(from https://wealthmax.co.uk/protection)
19:20:04	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:12%20GMT	http://wealthmax.co.uk/calculator/bg3cal.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/calculator/bg3cal.png	(from https://wealthmax.co.uk/mortgage)
19:20:04	5767/5767	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2007%20Mar%202026%2012:48:00%20GMT	https://wealthmax.co.uk/protection-img/business.svg	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/protection-img/business.svg	(from https://wealthmax.co.uk/protection)
19:20:05	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:13%20GMT	http://wealthmax.co.uk/desktop%20image/mortgage.webp	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/desktop%20image/mortgage.webp	(from https://wealthmax.co.uk/mortgage)
19:20:05	63119/63119	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:33%20GMT	https://wealthmax.co.uk/calculator/bg3cal.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/calculator/bg3cal.png	(from https://wealthmax.co.uk/mortgage)
19:20:05	28406/28406	---M--	200	added ('OK')	image/webp	date:Sat,%2007%20Mar%202026%2012:47:37%20GMT	https://wealthmax.co.uk/desktop%20image/mortgage.webp	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/desktop%20image/mortgage.webp	(from https://wealthmax.co.uk/mortgage)
19:20:06	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:14%20GMT	http://wealthmax.co.uk/mortage/main.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortage/main.png	(from https://wealthmax.co.uk/mortgage)
19:20:07	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:15%20GMT	http://wealthmax.co.uk/mortage/top.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortage/top.png	(from https://wealthmax.co.uk/mortgage)
19:20:07	250308/250308	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:48%20GMT	https://wealthmax.co.uk/mortage/main.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortage/main.png	(from https://wealthmax.co.uk/mortgage)
19:20:07	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:16%20GMT	http://wealthmax.co.uk/mortage/bottom.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortage/bottom.png	(from https://wealthmax.co.uk/mortgage)
19:20:07	133816/133816	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:48%20GMT	https://wealthmax.co.uk/mortage/top.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortage/top.png	(from https://wealthmax.co.uk/mortgage)
19:20:07	23783/23783	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:48%20GMT	https://wealthmax.co.uk/mortage/bottom.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortage/bottom.png	(from https://wealthmax.co.uk/mortgage)
19:20:09	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:16%20GMT	http://wealthmax.co.uk/mortage/first-cardd.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortage/first-cardd.png	(from https://wealthmax.co.uk/mortgage)
19:20:09	4023/4023	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:48%20GMT	https://wealthmax.co.uk/mortage/first-cardd.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortage/first-cardd.png	(from https://wealthmax.co.uk/mortgage)
19:20:10	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:18%20GMT	http://wealthmax.co.uk/mortgage/buy-to-let	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortgage/buy-to-let	(from https://wealthmax.co.uk/mortgage)
19:20:11	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:19%20GMT	http://wealthmax.co.uk/mortage/second-card.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortage/second-card.png	(from https://wealthmax.co.uk/mortgage)
19:20:11	102799/102799	---MCZ	200	added ('OK')	text/html	etag:W/%221918f-cqSWZ9Sh8UNxOYC9EInXe5TgYFM%22	https://wealthmax.co.uk/mortgage/buy-to-let	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortgage/buy-to-let.html	(from https://wealthmax.co.uk/mortgage)
19:20:11	4107/4107	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:48%20GMT	https://wealthmax.co.uk/mortage/second-card.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortage/second-card.png	(from https://wealthmax.co.uk/mortgage)
19:20:12	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:20%20GMT	http://wealthmax.co.uk/mortgage/residential-mortgages	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortgage/residential-mortgages	(from https://wealthmax.co.uk/mortgage)
19:20:13	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:21%20GMT	http://wealthmax.co.uk/mortage/third-card.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortage/third-card.png	(from https://wealthmax.co.uk/mortgage)
19:20:13	108840/108840	---MCZ	200	added ('OK')	text/html	etag:W/%221a928-e/zUly/iX5BGqyuhOaWc07Bexy8%22	https://wealthmax.co.uk/mortgage/residential-mortgages	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortgage/residential-mortgages.html	(from https://wealthmax.co.uk/mortgage)
19:20:13	3973/3973	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:48%20GMT	https://wealthmax.co.uk/mortage/third-card.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortage/third-card.png	(from https://wealthmax.co.uk/mortgage)
19:20:13	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:22%20GMT	http://wealthmax.co.uk/mortgage/first-time-buyer	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortgage/first-time-buyer	(from https://wealthmax.co.uk/mortgage)
19:20:14	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:23%20GMT	http://wealthmax.co.uk/mortage/fourth-card.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortage/fourth-card.png	(from https://wealthmax.co.uk/mortgage)
19:20:15	115207/115207	---MCZ	200	added ('OK')	text/html	etag:W/%221c207-XcYyWokb6c2dWbbilm0vefoOi9w%22	https://wealthmax.co.uk/mortgage/first-time-buyer	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortgage/first-time-buyer.html	(from https://wealthmax.co.uk/mortgage)
19:20:15	4500/4500	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:48%20GMT	https://wealthmax.co.uk/mortage/fourth-card.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortage/fourth-card.png	(from https://wealthmax.co.uk/mortgage)
19:20:15	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:23%20GMT	http://wealthmax.co.uk/mortgage/remortgage	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortgage/remortgage	(from https://wealthmax.co.uk/mortgage)
19:20:17	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:25%20GMT	http://wealthmax.co.uk/desktop%20image/commercial.webp	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/desktop%20image/commercial.webp	(from https://wealthmax.co.uk/commercial-lending)
19:20:17	102481/102481	---MCZ	200	added ('OK')	text/html	etag:W/%2219051-rnxYL5laEgv2x2Jnb9bxhVBq2dk%22	https://wealthmax.co.uk/mortgage/remortgage	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/mortgage/remortgage.html	(from https://wealthmax.co.uk/mortgage)
19:20:18	46082/46082	---M--	200	added ('OK')	image/webp	date:Sat,%2007%20Mar%202026%2012:47:37%20GMT	https://wealthmax.co.uk/desktop%20image/commercial.webp	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/desktop%20image/commercial.webp	(from https://wealthmax.co.uk/commercial-lending)
19:20:18	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:25%20GMT	http://wealthmax.co.uk/commerciallending/mainimg.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/mainimg.png	(from https://wealthmax.co.uk/commercial-lending)
19:20:19	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:27%20GMT	http://wealthmax.co.uk/commerciallending/topimg.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/topimg.png	(from https://wealthmax.co.uk/commercial-lending)
19:20:19	225489/225489	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:34%20GMT	https://wealthmax.co.uk/commerciallending/mainimg.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/mainimg.png	(from https://wealthmax.co.uk/commercial-lending)
19:20:20	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:28%20GMT	http://wealthmax.co.uk/commerciallending/bottom..png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/bottom..png	(from https://wealthmax.co.uk/commercial-lending)
19:20:20	138455/138455	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:34%20GMT	https://wealthmax.co.uk/commerciallending/topimg.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/topimg.png	(from https://wealthmax.co.uk/commercial-lending)
19:20:21	22369/22369	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:34%20GMT	https://wealthmax.co.uk/commerciallending/bottom..png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/bottom..png	(from https://wealthmax.co.uk/commercial-lending)
19:20:22	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:29%20GMT	http://wealthmax.co.uk/commerciallending/first.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/first.png	(from https://wealthmax.co.uk/commercial-lending)
19:20:22	4332/4332	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:34%20GMT	https://wealthmax.co.uk/commerciallending/first.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/first.png	(from https://wealthmax.co.uk/commercial-lending)
19:20:23	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:31%20GMT	http://wealthmax.co.uk/commercial-lending/bridging-loan	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commercial-lending/bridging-loan	(from https://wealthmax.co.uk/commercial-lending)
19:20:24	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:33%20GMT	http://wealthmax.co.uk/commerciallending/second.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/second.png	(from https://wealthmax.co.uk/commercial-lending)
19:20:24	109269/109269	---MCZ	200	added ('OK')	text/html	etag:W/%221aad5-pcpa/esU87eEtUb/Vz5exGuhBb4%22	https://wealthmax.co.uk/commercial-lending/bridging-loan	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commercial-lending/bridging-loan.html	(from https://wealthmax.co.uk/commercial-lending)
19:20:24	4509/4509	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:34%20GMT	https://wealthmax.co.uk/commerciallending/second.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/second.png	(from https://wealthmax.co.uk/commercial-lending)
19:20:25	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:33%20GMT	http://wealthmax.co.uk/commercial-lending/commercial-mortgage	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commercial-lending/commercial-mortgage	(from https://wealthmax.co.uk/commercial-lending)
19:20:26	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:34%20GMT	http://wealthmax.co.uk/commerciallending/third.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/third.png	(from https://wealthmax.co.uk/commercial-lending)
19:20:26	109632/109632	---MCZ	200	added ('OK')	text/html	etag:W/%221ac40-wXHwJY0J2a3sSoxsd4nYEL7Yy/s%22	https://wealthmax.co.uk/commercial-lending/commercial-mortgage	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commercial-lending/commercial-mortgage.html	(from https://wealthmax.co.uk/commercial-lending)
19:20:26	4106/4106	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:34%20GMT	https://wealthmax.co.uk/commerciallending/third.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/third.png	(from https://wealthmax.co.uk/commercial-lending)
19:20:26	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:35%20GMT	http://wealthmax.co.uk/commercial-lending/business-finance	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commercial-lending/business-finance	(from https://wealthmax.co.uk/commercial-lending)
19:20:28	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:36%20GMT	http://wealthmax.co.uk/commerciallending/fourth.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/fourth.png	(from https://wealthmax.co.uk/commercial-lending)
19:20:28	103112/103112	---MCZ	200	added ('OK')	text/html	etag:W/%22192c8-i2gVwtfwPo6e3DjN5N6k8+/TntU%22	https://wealthmax.co.uk/commercial-lending/business-finance	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commercial-lending/business-finance.html	(from https://wealthmax.co.uk/commercial-lending)
19:20:28	4430/4430	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:34%20GMT	https://wealthmax.co.uk/commerciallending/fourth.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/fourth.png	(from https://wealthmax.co.uk/commercial-lending)
19:20:28	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:37%20GMT	http://wealthmax.co.uk/commercial-lending/asset-finance	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commercial-lending/asset-finance	(from https://wealthmax.co.uk/commercial-lending)
19:20:30	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:38%20GMT	http://wealthmax.co.uk/commerciallending/fifth.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/fifth.png	(from https://wealthmax.co.uk/commercial-lending)
19:20:30	102096/102096	---MCZ	200	added ('OK')	text/html	etag:W/%2218ed0-Qg+aQtuulxcUuWWqnLn/VigT2do%22	https://wealthmax.co.uk/commercial-lending/asset-finance	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commercial-lending/asset-finance.html	(from https://wealthmax.co.uk/commercial-lending)
19:20:30	4060/4060	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:34%20GMT	https://wealthmax.co.uk/commerciallending/fifth.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/fifth.png	(from https://wealthmax.co.uk/commercial-lending)
19:20:30	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:38%20GMT	http://wealthmax.co.uk/commercial-lending/buy-to-let	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commercial-lending/buy-to-let	(from https://wealthmax.co.uk/commercial-lending)
19:20:40	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Mar%202026%2013:50:48%20GMT	http://wealthmax.co.uk/commerciallending/sixth.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/sixth.png	(from https://wealthmax.co.uk/commercial-lending)
19:20:40	103194/103194	---MCZ	200	added ('OK')	text/html	etag:W/%221931a-+H2MRnmWfBcsHlYhrPfAbIce72I%22	https://wealthmax.co.uk/commercial-lending/buy-to-let	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commercial-lending/buy-to-let.html	(from https://wealthmax.co.uk/commercial-lending)
19:20:40	3745/3745	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2012:47:34%20GMT	https://wealthmax.co.uk/commerciallending/sixth.png	C:/My%20Web%20Sites/wealthMax/wealthmax.co.uk/commerciallending/sixth.png	(from https://wealthmax.co.uk/commercial-lending)
